song_name,cleaned_artists,popularity
Shapes of Things,The Yardbirds,46
Nothing's Too Good For My Baby,Stevie Wonder,27
You're The One,The Marvelettes,18
Gloria,Them,30
Love Takes A Long Time Growing,Deon Jackson,0
Headline News,Edwin Starr,17
So Much Love,Steve Alaimo,0
So Much Love,Ben E. King,5
Love's Made A Fool Of You,The Bobby Fuller Four,25
I'll Take Good Care Of You,Garnet Mimms,5
Bang Bang (My Baby Shot Me Down),Cher,33
Love Me With All Your Heart,The Bachelors,5
"I'm Comin' Home, Cindy",Trini Lopez,1
History Repeats Itself,Buddy Starcher,1
She Blew A Good Thing,The Poets,19
Distant Drums,Jim Reeves,39
I Can't Let Go,The Hollies,27
Remember The Rain,Bob Lind,5
Louie Louie,The Kingsmen,66
"Sam, You Made The Pants Too Long",Barbra Streisand,12
Rhapsody In The Rain,Lou Christie,25
Daydream,The Lovin' Spoonful,53
Together Again,Uros Perich Perry,6
Tippy Toeing,The Harden Trio,11
Till The End Of The Day,The Kinks,12
He Cried,The Shangri-Las,18
You've Got My Mind Messed Up,James Carr,34
Darling Baby,The Elgins,46
Still,The Sunrays,0
Frankie and Johnny,Elvis Presley,19
This Old Heart Of Mine (Is Weak For You),The Isley Brothers,63
I Hear Trumpets Blow,Jay Siegel's Tokens,0
What Now My Love,Herb Alpert & The Tijuana Brass,26
Caroline No,Brian Gari,0
Somewhere,Len Barry,0
Please Don't Stop Loving Me,Elvis Presley,22
Real Humdinger,J.J. Barnes,2
Mine Exclusively,The Olympics,7
Woman,Peter And Gordon,28
California Dreamin',The Mamas & The Papas,28
19th Nervous Breakdown,The Rolling Stones,20
Nowhere Man,The Beatles,42
Little Latin Lupe Lu,Mitch Ryder and The Detroit Wheels,16
Sure Gonna Miss Her,Gary Lewis & The Playboys,0
Homeward Bound,Simon & Garfunkel,61
Think I'll Go Somewhere And Cry Myself To Sleep,Al Martino,4
One Track Mind,The Knickerbockers,12
Young Lovers,Lesley Gore,3
Memories Are Made of This,The Drifters,0
I Surrender,Fontella Bass,20
Let's Go Steady Again,Sam Cooke,19
"634-5789 (Soulsville, U.S.A.)",The Karaoke Channel,0
These Boots Are Made For Walkin',Nancy Sinatra,65
Walkin' My Cat Named Dog,Norma Tanega,32
Magic Town,The Vogues,19
You Baby,The Turtles,27
Baby Scratch My Back,Slim Harpo,1
Love Makes the World Go Round,Deon Jackson,23
The Love You Save (May Be Your Own),Joe Tex,43
Helpless,Kim Weston,33
Outside The Gates Of Heaven,Lou Christie,0
Killer Joe,The Kingsmen,14
"Shake Me, Wake Me (When It's Over)",Four Tops,30
Elusive Butterfly,Bob Lind,36
Listen People,Herman's Hermits,16
Ain't That A Groove - Part 1,James Brown & The Famous Flames,20
I Want to Go with You,Eddy Arnold,6
La La La,Gerry & The Pacemakers,15
Too Slow,The Impressions,5
3000 Miles,Brian Hyland,11
Greetings (This Is Uncle Sam),The Monitors,34
It's Too Late,Bobby Goldsboro,14
Get Ready,The Temptations,66
Inside Looking Out,The Animals,31
One More Heartache,Marvin Gaye,16
I Fought The Law,The Bobby Fuller Four,55
The Cheater,Bob Kuban & The In-Men,18
Time,Pozo Seco Singers,32
The Rains Came,Sir Douglas Quintet,13
Lullaby of Love,The Poppies,3
Stop Her On The Sight (S.O.S.),Edwin Starr,33
Secret Agent Man,The Ventures,33
I Want Someone,The Mad Lads,5
No Man Is an Island,The Van Dykes,0
I'm Living In Two Worlds,Bonnie Guitar,0
My Baby Loves Me,Martha Reeves & The Vandellas,11
Husbands And Wives,Roger Miller,10
Somewhere There's a Someone,Dean Martin,34
Lightnin' Strikes,Lou Christie,38
Batman Theme,The Marketts,16
Batman Theme,Neal Hefti,23
The One on the Right Is on the Left,Johnny Cash,43
Dear Lover,Mary Wells,0
For Your Precious Love,Jerry Butler,7
The Dedication Song,Freddy Cannon,3
My World Is Empty Without You,The Supremes,8
This Can't Be True,Eddie Holman,20
Why Can't You Bring Me Home,Jay & The Americans,0
Keep On Running,The Spencer Davis Group,38
(I'm Just A) Fool For You,Gene Chandler,6
Sharing You,Mitty Collier,4
When Liking Turns to Loving,Ronnie Dove,0
Don't Mess With Bill,The Marvelettes,6
What Now My Love,Sonny & Cher,12
Uptight (Everything's Alright),Stevie Wonder,64
My Love,Petula Clark,33
Crying Time,Latimore,6
Up And Down,The McCoys,8
What Goes On,Kate Watabayashi,0
Big Time,Lou Christie,1
Call Me,Chris Montez,31
I See the Light,The Five Americans,2
Barbara Ann,The Beach Boys,56
Going To A Go-Go,Smokey Robinson & The Miracles,43
Breakin' up Is Breakin' My Heart,Boggle Karaoke,0
Long Live Our Love,The Shangri-Las,13
Andrea,The Sunrays,4
Love Is All We Need,Mel Carter,0
Batman,Jan & Dean,4
It Won't Be Wrong,The Byrds,32
Waitin' in Your Welfare Line,Buck Owens,26
Promise Her Anything,Tom Jones,16
Take Me for What I'm Worth,The Searchers,27
I Confess,The New Colony Six,1
This Golden Ring,The Fortunes,10
Shake Hands ( and Come Out Crying ),The Newbeats,1
Put Yourself In My Place,The Elgins,26
My Babe,Roy Head & The Traits,1
No Matter What Shape (Your Stomach's In),The T-Bones,31
A Well Respected Man,The Kinks,53
Michelle,David and Jonathan,3
Night-Time,The Strangeloves,32
We Can Work It Out,Vitamin String Quartet,20
Get out of My Life Woman,Lee Dorsey,51
A Little Bit Of Soap,The Exciters,3
Georgia On My Mind,The Righteous Brothers,16
Red Hot,Sam The Sham & The Pharaohs,8
Lies,The Knickerbockers,32
Jenny Take a Ride,Mitch Ryder and The Detroit Wheels,36
A Hard Day's Night,Ramsey Lewis Trio,14
Five O'Clock World,The Vogues,41
She's Just My Style,Gary Lewis & The Playboys,7
Like a Baby,Len Barry,0
(You're Gonna) Hurt Yourself,Frankie Valli,18
Set You Free This Time,The Byrds,27
The Answer to My Prayer,Neil Sedaka,4
Where Am I Going?,Barbra Streisand,12
Feel It,LeRoy Barbour,0
The Men In My Little Girl's Life,Mike Douglas,6
A Must to Avoid,Herman's Hermits,12
The Duck,Jackie Lee,9
Spanish Eyes,Al Martino,51
Day Tripper,Vitamin String Quartet,18
As Tears Go By,Vitamin String Quartet,19
Snow Flake,Jim Reeves,32
We Know We're In Love,Lesley Gore,2
The Loop,Johnny Lytle,5
Something I Want to Tell You,Johnny and the Expressions,17
You Didn't Have To Be So Nice,The Lovin' Spoonful,40
Sandy,Ronny & The Daytonas,3
It Was A Very Good Year,Frank Sinatra,56
Are You There With Another Girl,Dionne Warwick,18
Second Hand Rose,Barbra Streisand,21
I'm Too Far Gone (To Turn Around),"Bobby ""Blue"" Bland",2
Recovery,Fontella Bass,2
My Generation,The Who,38
Don't Forget About Me,Barbara Lewis,35
Is It Me?,Barbara Mason,0
Flowers On the Wall,The Statler Brothers,54
Thunderball,Tom Jones,22
Satin Pillows,Bobby Vinton,5
Look Through Any Window,The Hollies,32
It's Good News Week,Hedgehoppers Anonymous,20
Under Your Spell Again,Johnny Rivers,6
Hurt,Little Anthony & The Imperials,12
Can You Please Crawl Out Your Window?,Bob Dylan,12
I Can't Believe You Love Me,Tammi Terrell,16
Can't You See (You're Losing Me),Mary Wells,9
Ebb Tide,The Righteous Brothers,27
Over and Over,The Karaoke Channel,0
I Got You (I Feel Good),James Brown & The Famous Flames,68
Broomstick Cowboy,Bobby Goldsboro,27
Little Boy (In Grown up Clothes),Frankie Valli & The Four Seasons,0
Tired of Being Lonely,"['Bobby Davis', ""The Sharpee's""]",5
It's My Life,The Animals,43
Fever,The McCoys,26
Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,65
I've Got to Be Somebody,Billy Joe Royal,6
Hole in the Wall,The Packers,13
Giddyup Go,Red Sovine,17
Get Back,Roy Head,0
You Don't Know Like I Know,Sam & Dave,0
Goodnight My Love,Ben E. King,13
Make the World Go Away,Eddy Arnold,41
England Swings,Roger Miller,12
One Has My Name (The Other Has My Heart),Barry Young,2
I Can Never Go Home Anymore,The Shangri-Las,38
The Little Girl I Once Knew,The Beach Boys,15
Jealous Heart,Connie Francis,33
Crystal Chandelier,Vic Dana,10
C.C. Rider,Bobby Powell,0
Don't Look Back,The Temptations,37
"Baby, Come on Home",Solomon Burke,22
Sunday And Me,Jay & The Americans,17
Hang on Sloopy,Ramsey Lewis Trio,10
Princess In Rags,Gene Pitney,8
Don't Fight It,Wilson Pickett,21
I Hear A Symphony,The Supremes,46
I Will,Dean Martin,34
I'm a Man,The Yardbirds,29
Let's Get Together,We Five,0
Just One More Day,Otis Redding,38
Yesterday Man,Chris Andrews,36
Blue River,Elvis Presley,14
Look in My Eyes,The Three Degrees,8
Something About You,Four Tops,34
Run Baby Run (Back into My Arms),The Newbeats,5
Rescue Me,Fontella Bass,64
Here It Comes Again,The Fortunes,24
Kiss Away,Ronnie Dove,0
"Mother Nature, Father Time",Brook Benton,29
Go Away From My World,Marianne Faithfull,9
Good Time Music,The Beau Brummels,0
On a Clear Day (You Can See Forever),Johnny Mathis,3
You've Got To Hide Your Love Away,The Silkie,14
Mystic Eyes,Them,4
May the Bird of Paradise Fly up Your Nose,Little Jimmy Dickens,36
Crawling Back,"['Royal Philharmonic Orchestra', 'Roy Orbison']",27
I Really Love You,Dee Dee Sharp,34
I Won't Love You Anymore (Sorry),Lesley Gore,12
Back Street,Edwin Starr,31
The Drinking Man's Diet,Allan Sherman,11
Let Me Be,The Turtles,19
My Girl Has Gone,Smokey Robinson & The Miracles,23
Just A Little Bit,Roy Head,9
Road Runner,The Gants,15
Sinner Man,Trini Lopez,3
Stand By Me,Earl Grant,5
Stay Away from My Baby,Ted Taylor,2
Keep On Dancing,The Gentrys,18
You're the One,The Vogues,31
Everyone's Gone To The Moon,Jonathan King,34
Everybody Loves A Clown,Gary Lewis & The Playboys,31
Yesterday,Rockabye Baby!,47
Ring Dang Doo,Sam The Sham & The Pharaohs,9
He Touched Me,Barbra Streisand,21
Dance with Me,The Mojo Men,1
Misty,The Vibrations,0
I Knew You When,Billy Joe Royal,7
Make Me Your Baby,Barbara Lewis,24
I Found A Girl,Jan & Dean,11
Where Do You Go,Cher,12
Round Every Corner,Petula Clark,13
Positively 4th Street,Bob Dylan,33
Cleo's Back,Jr. Walker & The All Stars,24
Where Have All The Flowers Gone,Johnny Rivers,19
Don't Talk to Strangers,The Beau Brummels,7
Let The Good Times Roll,Roy Orbison,10
Don't Have to Shop Around,The Mad Lads,9
Chapel In The Moonlight,The Bachelors,0
Just a Little Bit Better,Herman's Hermits,13
I Want to Do Everything For You,"['Joe Tex', 'Janiva Magness']",1
Take Me In Your Arms (Rock Me A Little While),Kim Weston,3
The Letter,Sonny & Cher,9
"If You Don't (Love Me, Tell Me So)",Barbara Mason,1
Try to Remember,The Brothers Four,43
Hang On Sloopy,The McCoys,53
"Liar, Liar",The Castaways,35
Respect,Otis Redding,32
I Miss You So,Little Anthony & The Imperials,9
Do You Believe in Magic?,The Lovin' Spoonful,65
If You've Got a Heart,Bobby Goldsboro,3
Steppin' Out,Paul Revere & The Raiders,16
I Still Love You,The Vejtables,4
Mohair Sam,Charlie Rich,26
Baby Don't Go,Sonny & Cher,35
Some Enchanted Evening,Jay & The Americans,28
Cara-Lin,The Strangeloves,14
I'm Yours,Elvis Presley,22
Act Naturally,The Starbugs,2
Universal Soldier,Donovan,38
I Live For The Sun,The Sunrays,12
Secretly,The Lettermen,21
Remember When,Wayne Newton,25
A Lifetime Of Loneliness,Jackie DeShannon,1
"So Long, Babe",Nancy Sinatra,22
You Were On My Mind,We Five,14
Eve Of Destruction,Barry McGuire,51
You've Got Your Troubles,The Fortunes,35
"My Town, My Guy And Me",Lesley Gore,10
The Dawn of Correction,The Spokesmen,6
Are You A Boy Or Are You A Girl?,The Barbarians,31
Just One Kiss From You,The Impressions,6
Think,Jimmy McCracklin,4
Home Of The Brave,Jody Miller,6
We Gotta Get out of This Place,The Animals,31
Laugh At Me,Sonny & Cher,17
Just You,Sonny & Cher,5
Kansas City Star,Roger Miller,23
I'll Make All Your Dreams Come True,Ronnie Dove,3
Ride Away,The Hit Co.,3
There But For Fortune,Joan Baez,20
The World Through a Tear,Neil Sedaka,5
With These Hands,Tom Jones,33
Heartaches By The Number,Johnny Tillotson,6
It Ain't Me Babe,The Turtles,35
Heart Full of Soul,The Yardbirds,61
Agent Double-O-Soul,Edwin Starr,27
3rd Man Theme,Herb Alpert & The Tijuana Brass,22
Right Now And Not Later,The Shangri-Las,18
Like a Rolling Stone,Bob Dylan,70
I Got You Babe,Sonny & Cher,59
Action,Freddy Cannon,4
Summer Nights,Marianne Faithfull,20
California Girls,"['The Beach Boys', 'Royal Philharmonic Orchestra']",35
Sad Sad Girl,Barbara Mason,23
"Hold Me, Thrill Me, Kiss Me",Mel Carter,45
Houston,Dean Martin,41
The Tracks Of My Tears,Smokey Robinson & The Miracles,64
I'm a Happy Man,The Jive Five,0
First I Look At The Purse,The Contours,36
Danger Heartbreak Dead Ahead,The Marvelettes,24
The Way of Love,Kathy Kirby,0
It's The Same Old Song,Four Tops,58
Nothing But Heartaches,The Supremes,13
Who'll Be the Next In Line,The Kinks,23
In the Midnight Hour,Wilson Pickett,60
Down in the Boondocks,Billy Joe Royal,39
I Need You,The Impressions,3
Home of the Brave,Bonnie and the Treasures,1
Colours,Donovan,39
Shake And Fingerpop,Jr. Walker & The All Stars,37
"Baby, I'm Yours",Barbara Lewis,42
If I Didn't Love You,Chuck Jackson,0
All I Really Want To Do,Cher,28
Sugar Dumpling,Sam Cooke,30
I Don't Wanna Lose You Baby,Chad & Jeremy,9
Only Those In Love,Baby Washington,0
Give All Your Love to Me,Gerry & The Pacemakers,18
Is It Really Over?,Jim Reeves,15
You're Gonna Make Me Cry,O.V. Wright,4
"You Can't Be True, Dear",Patti Page,5
Save Your Heart For Me,Gary Lewis & The Playboys,26
Looking Through The Eyes Of Love,Gene Pitney,9
Ju Ju Hand,Sam The Sham & The Pharaohs,7
I'm a Fool,"Dino, Desi & Billy",28
A Little You,Freddie & The Dreamers,10
Someone Is Watching,Solomon Burke,23
Too Hot to Hold,Major Lance,0
Don't Just Stand There,Patty Duke,19
What's New Pussycat?,Tom Jones,49
You'd Better Come Home,Petula Clark,13
"I'm Henry the VIII, I Am",Herman's Hermits,27
You Tell Me Why,The Beau Brummels,2
All I Really Want to Do,The Byrds,33
Candy,The Astors,19
No Pity (In The Naked City),Jackie Wilson,18
You Better Go,Derek Martin,1
"Sunshine, Lollipops And Rainbows",Lesley Gore,49
I Want Candy,The Strangeloves,41
I Like It Like That,The Karaoke Channel,0
Cara Mia,Jay & The Americans,43
I'll Always Love You,The Spinners,36
Ride Your Pony,Lee Dorsey,24
New Orleans,Eddie Hodges,0
Hung On You,The Righteous Brothers,22
What Are We Going To Do?,David Jones,3
One Dyin' and a Buryin',Roger Miller,0
Theme from a Summer Place,The Lettermen,5
Too Many Rivers,Brenda Lee,19
(Say) You're My Girl,Roy Orbison,11
Here I Am,Dionne Warwick,12
One Step at a Time,Maxine Brown,6
Yes. I'm Ready,Barbara Mason,48
What The World Needs Now Is Love,Jackie DeShannon,47
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,72
Marie,The Bachelors,5
Seventh Son,Johnny Rivers,19
The Loser,The Skyliners,1
He's Got No Love,The Searchers,8
Fly Me to the Moon (In Other Words),Tony Bennett,16
Sitting In The Park,Billy Stewart,35
Mr. Tambourine Man,The Byrds,61
A Little Bit of Heaven,Ronnie Dove,6
Laurie (Strange Things Happen),Dickey Lee,1
Forget Domani,Connie Francis,18
My Man,Barbra Streisand,41
Where Were You When I Needed You,Jerry Vale,8
Here Comes the Night,"['Van Morrison', 'Them']",47
Set Me Free,The Kinks,37
A Walk In The Black Forest,Horst Jankowski,35
Wooly Bully,Sam The Sham & The Pharaohs,52
Tonight's the Night,Solomon Burke,25
For Your Love,The Yardbirds,51
A World of Our Own,The Seekers,41
Wonderful World,Herman's Hermits,19
Silver Threads And Golden Needles,Jody Miller,3
Ain't That Love,Four Tops,3
I've Been Loving You Too Long (To Stop Now),"[""Booker T. & the M.G.'s"", 'The Mar-Keys', 'Otis Redding']",31
This Little Bird,Marianne Faithfull,21
"Hush, Hush, Sweet Charlotte",Patti Page,28
Little Lonely One,Tom Jones,2
Meeting over Yonder,The Impressions,0
(You've) Never Been in Love Like This Before,Unit 4 + 2,6
Yakety Axe,Chet Atkins,27
You Really Know How To Hurt A Guy,Jan & Dean,1
Shakin' All Over,The Guess Who,30
"Help Me, Rhonda",The Beach Boys,39
Catch the Wind,Donovan,51
Give Us Your Blessings,The Shangri-Las,17
Do The Boomerang,Jr. Walker & The All Stars,23
Summer Sounds,Robert Goulet,3
One Monkey Don't Stop No Show,Joe Tex,3
Justine,The Righteous Brothers,0
Stop! Look What You're Doing,Carla Thomas,0
From A Window,Chad & Jeremy,10
Back In My Arms Again,The Supremes,51
Before and After,Chad & Jeremy,21
Last Chance To Turn Around,Gene Pitney,11
I Do,The Marvelows,15
You'll Never Walk Alone,Gerry & The Pacemakers,55
I Love You So,Bobbi Martin,0
The First Thing Ev'ry Morning (And the Last Thing Ev'ry Night),Jimmy Dean,5
I Want You Back Again,The Zombies,28
Just a Little,The Beau Brummels,13
Engine Engine #9,Roger Miller,20
Nothing Can Stop Me,Gene Chandler,10
And I Love Him,Esther Phillips,42
(Remember Me) I'm the One Who Loves You,Dean Martin,34
Operator,Brenda Holloway,13
Blue Shadows,B.B. King,7
Mrs Brown You've Got a Lovely Daughter,Herman's Hermits,15
True Love Ways,Peter And Gordon,35
It's Not Unusual,Tom Jones,66
L-O-N-E-L-Y,Bobby Vinton,24
Concrete And Clay,Unit 4 + 2,40
Silhouettes,Herman's Hermits,30
I'll Be With You In Apple Blossom Time,Wayne Newton,2
Bring A Little Sunshine - To My Heart,Vic Dana,6
Are You Sincere,Trini Lopez,2
Then I'll Count Again,Johnny Tillotson,0
My Cherie,Al Martino,22
The Girl On The Billboard,Del Reeves,38
Long Live Love,Sandie Shaw,36
Just Once In My Life,The Righteous Brothers,31
You Were Only Fooling (While I Was Falling in Love),Vic Damone,6
Cast Your Fate to the Wind,Sounds Orchestral,26
Bring It on Home to Me,The Animals,38
Queen Of The House,Jody Miller,22
I'll Never Find Another You,The Seekers,48
She's About A Mover,Sir Douglas Quintet,36
Lipstick Traces (On A Cigarette),The O'Jays,8
Ain't It a Shame,Major Lance,0
From The Bottom Of My Heart (I Love You),The Moody Blues,7
Welcome Home,Walter Jackson,7
Do the Freddie,Freddie & The Dreamers,20
You Were Made for Me,Freddie & The Dreamers,36
Count Me In,Gary Lewis & The Playboys,27
"Dream On, Little Dreamer",Perry Como,22
The Climb,The Kingsmen,10
We're Gonna Make It,Little Milton,20
Ooo Baby Baby,Smokey Robinson & The Miracles,58
Iko Iko,The Dixie Cups,51
I'll Be Doggone,"['Diana Ross & The Supremes', 'The Temptations']",2
I Know a Place,Petula Clark,34
Break Up,Del Shannon,11
The Last Time,Andrew Oldham Orchestra,41
It's Growing,The Temptations,34
Land of 1000 Dances,Cannibal & The Headhunters,14
It's Gonna Be Alright,Gerry & The Pacemakers,14
What Do You Want with Me,"['Chad', 'Jeremy']",0
Gotta Have Your Love,The Sapphires,5
Good Lovin',The Olympics,2
When the Ship Comes In,"Peter, Paul and Mary",13
It Ain't No Big Thing,The Radiants,25
One Kiss for Old Times' Sake,Ronnie Dove,6
I'm Telling You Now,Freddie & The Dreamers,16
Tired of Waiting for You,The Kinks,43
Go Now!,The Moody Blues,47
Subterranean Homesick Blues,Bob Dylan,54
The Entertainer,Tony Clarke,6
Yes It Is,Tino Reyes Trio,2
Come on over to My Place,The Drifters,32
A Woman Can Change A Man,Joe Tex,4
Before You Go,Buck Owens,22
Tommy,The Best Of,0
Play With Fire,The Rolling Stones,8
Woman's Got Soul,The Impressions,26
Shotgun,Jr. Walker & The All Stars,61
...And Roses and Roses,Andy Williams,13
Crazy Downtown,Allan Sherman,5
Think Of The Good Times,Jay & The Americans,16
(The Bees Are for the Birds) The Birds Are for the Bees,The Newbeats,2
She's Coming Home,The Zombies,11
I Need You,Chuck Jackson,0
Stop! In The Name Of Love,The Supremes,5
Nowhere To Run,Martha Reeves & The Vandellas,59
Can't You Hear My Heartbeat,Herman's Hermits,28
Got to Get You off My Mind,Solomon Burke,37
I Understand (Just How You Feel),Freddie & The Dreamers,29
The Race Is On,Jack Jones,0
Out In The Streets,The Shangri-Las,29
When I'm Gone,Brenda Holloway,20
Girl Don't Come,Sandie Shaw,27
I Can't Stop Thinking Of You,Bobbi Martin,1
You Can Have Him,Dionne Warwick,7
Why Did I Choose You,Barbra Streisand,16
All Of My Life,Lesley Gore,12
He Ain't No Angel,The Ad Libs,0
King Of The Road,Roger Miller,49
The Birds And The Bees,Jewel Akens,20
Red Roses For A Blue Lady,Vic Dana,32
Come And Stay With Me,Marianne Faithfull,22
Red Roses For A Blue Lady,Wayne Newton,3
Eight Days a Week,Vitamin String Quartet,18
Goldfinger,Shirley Bassey,43
Talk About Love,Adam Faith,0
Do You Wanna Dance?,The Beach Boys,33
Long Lonely Nights,Bobby Vinton,3
If I Loved You,Chad & Jeremy,17
Ferry Cross the Mersey,Gerry & The Pacemakers,24
Send Me the Pillow You Dream On,Dean Martin,36
Don't Mess Up a Good Thing,"['Bobby McClure', 'Fontella Bass']",1
Come See,Major Lance,0
Mr. Pitiful,Otis Redding,33
Try to Remember,Roger Williams,0
I've Got Five Dollars And It's Saturday Night,George Jones and Gene Pitney,8
Don't Let Me Be Misunderstood,The Animals,53
My Girl,The Temptations,78
Little Things,Bobby Goldsboro,14
If I Ruled the World,"['Céline Dion', 'Tony Bennett']",37
I Must Be Seeing Things,Gene Pitney,13
For Mama,Jerry Vale,12
Don't let your left hand know,Joe Tex,2
This Diamond Ring,Gary Lewis & The Playboys,42
People Get Ready,The Impressions,59
Hurt So Bad,Little Anthony & The Imperials,28
Stranger in Town,Del Shannon,17
You Better Get It,Joe Tex,3
You Got What It Takes,Joe Tex,9
Who Can I Turn To,Dionne Warwick,16
Please Let Me Wonder,The Beach Boys,26
Losing You,Dusty Springfield,4
I Can't Explain,The Who,14
Goodnight,Roy Orbison,15
Ask The Lonely,Four Tops,30
Downtown,Petula Clark,54
You've Lost That Lovin' Feelin',The Righteous Brothers,55
I Don't Want To Spoil The Party,The Smithereens,8
Come Tomorrow,Manfred Mann,23
Angel,Johnny Tillotson,11
It's Gonna Be Alright,Maxine Brown,12
Good Times,Jerry Butler,0
Teasin' You,Willie Tee,7
The Boy from New York City,The Ad Libs,31
Tell Her No,The Zombies,44
Laugh Laugh,The Beau Brummels,0
I Go to Pieces,Peter And Gordon,39
Shake,Sam Cooke,29
I've Got A Tiger By The Tail,Buck Owens,44
Cry,Uros Perich Perry,9
Orange Blossom Special,Johnny Cash,40
Find My Way Back Home,The Nashville Teens,4
Twine Time,Alvin Cash & The Crawlers,2
The Name Game,The Karaoke Channel,2
All Day and All of the Night,The Kinks,67
A Change Is Gonna Come,Sam Cooke,64
What Have They Done to the Rain,The Searchers,24
Cupid,Johnny Rivers,20
This Is It,Jim Reeves,31
Pass Me By,Peggy Lee,32
Danny Boy,Jackie Wilson,19
The In Crowd,Dobie Gray,5
Lemon Tree,Trini Lopez,32
For Lovin' Me,"Peter, Paul and Mary",9
Paper Tiger,Sue Thompson,12
Heart of Stone,Joe Louis Walker,7
Break Away (From That Boy),The Newbeats,4
At the Club,The Drifters,13
Whose Heart Are You Breaking Tonight?,Connie Francis,17
Whenever A Teenager Cries,"['Reparata', 'The Delrons']",0
He Was Really Sayin' Somethin',The Velvelettes,16
You Can't Hurt Me No More,Gene Chandler,8
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,27
Love Potion Number Nine,The Searchers,1
No Arms Can Ever Hold You,The Bachelors,7
Hold What You've Got,Joe Tex,28
Don't Come Running Back To Me,Nancy Wilson,0
Try To Remember,Ed Ames,22
Keep Searchin' (We'll Follow the Sun),Del Shannon,28
How Sweet It Is (To Be Loved By You),Marvin Gaye,61
Look Of Love,Lesley Gore,18
Give Him A Great Big Kiss,The Shangri-Las,36
Have You Looked into Your Heart,Jerry Vale,21
Somewhere In Your Heart,Frank Sinatra,16
Do What You Do Well,Ned Miller,13
Voice Your Choice,The Radiants,2
Hello Pretty Girl,Ronnie Dove,3
That's How Strong My Love Is,Otis Redding,53
"Hello, Dolly!",Bobby Darin,22
Somewhere,P.J. Proby,14
Come See About Me,The Supremes,3
Thou Shalt Not Steal,Dick & Dee Dee,1
Don't Forget I Still Love You,Bobbi Martin,3
I'll Be There,Gerry & The Pacemakers,3
Little Bell,"['The Shangri-Las', 'The Dixie Cups']",8
Ode To The Little Brown Shack Out Back,Billy Edd Wheeler,2
Diamond Head,The Ventures,21
The Man,Lorne Greene,5
Bring Your Love to Me,The Righteous Brothers,0
I Want My Baby Back,Jimmy Cross,5
Suddenly I'm All Alone,Walter Jackson,10
Goin' Out Of My Head,Little Anthony & The Imperials,36
The Jerk,The Larks,3
You're Nobody Till Somebody Loves You,Dean Martin,39
Mr. Lonely,Bobby Vinton,53
Willow Weep For Me,Chad & Jeremy,23
He's My Guy,Irma Thomas,15
Can't You Just See Me,Aretha Franklin,15
She's A Woman,The Inmates,1
The Wedding,Julie Rogers,26
"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,26
Amen,The Impressions,5
Can You Jerk Like Me,The Contours,7
I Can't Stop,The Honeycombs,0
Come On Do The Jerk,"['Smokey Robinson', 'Smokey Robinson & The Miracles']",7
Hawaii Tattoo,The Waikikis,1
Seven Letters,Ben E. King,27
Too Many Fish In The Sea,The Marvelettes,17
She's Not There,The Zombies,57
Walk Away,Matt Monro,42
As Tears Go By,Marianne Faithfull,43
Leader of the Laundromat,The Detergents,1
Promised Land,Chuck Berry,41
What Now,Gene Chandler,0
You'll Always Be the One I Love,Dean Martin,33
I'm Gonna Love You Too,The Hullaballoos,4
"Lovely, Lovely (Loverly, Loverly)",Chubby Checker,31
Sometimes I Wonder,Major Lance,9
Blind Man,"Bobby ""Blue"" Bland",13
The Crusher,The Novas,16
The Race Is On,George Jones,51
You're The Only World I Know,Sonny James,9
Do-Wacka-Do,Roger Miller,21
Wild One,Martha Reeves & The Vandellas,21
Oh No Not My Baby,Maxine Brown,37
"Dance, Dance, Dance",The Beach Boys,22
Ringo,Lorne Greene,40
Boom Boom,The Animals,33
It's Better To Have It,Barbara Lynn,7
I Want You To Be My Boy,The Exciters,0
I'm into Something Good,Herman's Hermits,51
Saturday Night at the Movies,The Drifters,46
Mountain Of Love,Johnny Rivers,23
She Understands Me,Johnny Tillotson,0
I'm Gonna Be Strong,Gene Pitney,13
(There's) Always Something There To Remind Me,Sandie Shaw,46
Do It Right,Brook Benton,1
Walking In the Rain,The Ronettes,37
Since I Don't Have You,Chuck Jackson,5
"Run, Run, Run",The Gestures,6
Getting Mighty Crowded,Betty Everett,24
So What,Bill Black's Combo,0
Maybe,The Shangri-Las,21
A Little Bit Of Soap,Garnet Mimms,9
Take This Hurt off Me,Don Covay,10
Leader Of The Pack,The Shangri-Las,52
Baby Love,The Supremes,70
Right or Wrong,Ronnie Dove,7
The Price,Solomon Burke,20
It's All Over,Walter Jackson,5
Everything's Alright,The Newbeats,7
Sidewalk Surfin',Jan & Dean,0
Come A Little Bit Closer,Jay & The Americans,67
"Gone, Gone, Gone",The Everly Brothers,4
Ain't It The Truth,Mary Wells,13
It Ain't Me Babe,"['June Carter Cash', 'Johnny Cash']",41
A Woman's Love,Carla Thomas,8
Reach out for Me,Dionne Warwick,28
Is It True,Brenda Lee,24
Ain't That Loving You Baby,Elvis Presley,24
We Could,Al Martino,0
Have I the Right,The Honeycombs,35
Four Strong Winds,Bobby Bare,30
If You Want This Love,Sonny Knight,1
Almost There,Andy Williams,26
Chained and Bound,Otis Redding,40
